title,release_year,description,type,rating,runtime,imdb_rating,genre,director,stars,gross
Dash & Lily,2020.0,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams and desires in the notebook they pass back and forth at locations all across New York City.",Movie,TV-14,,7.5,"Comedy, Drama, Romance",Midori Francis,"Austin Abrams, Dante Brown, Troy Iwata, ",
The Nativity Story,2005.0,A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,Movie,PG,101.0,6.8,"Adventure, Drama, Family",Catherine Hardwicke,"Keisha Castle-Hughes, Shohreh Aghdashloo, Oscar Isaac, Hiam Abbass, ",$37.63M
A Christmas to Treasure,2022.0,"The passing of a beloved old neighbor reunites six friends for a hometown holiday treasure hunt, where sparks fly once again between brand strategist Austin and his former best friend Everett.",Movie,TV-G,89.0,4.8,"Comedy, Romance",Jake Helgren,"Taylor Frey, Kyle Dean Massey, Katie Walder, Mary-Margaret Humes, ",
Babes in Toyland,1986.0,"A young girl wakes up in the realm of Toyland, where she teams up with her family and friends to overthrow the evil villain, Barnaby.",Movie,G,140.0,5.2,"Adventure, Family, Fantasy",Clive Donner,"Drew Barrymore, Richard Mulligan, Eileen Brennan, Keanu Reeves, ",
The Best Man Holiday,2013.0,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",Movie,R,123.0,6.6,"Comedy, Drama",Malcolm D. Lee,"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs, ",$70.53M
Remember the Night,1940.0,Love blooms between a sympathetic attorney and the comely shoplifter he has taken home for the Christmas holiday.,Movie,Passed,94.0,7.6,"Comedy, Drama, Romance",Mitchell Leisen,"Barbara Stanwyck, Fred MacMurray, Beulah Bondi, Elizabeth Patterson, ",$0.17M
A Very Harold & Kumar Christmas,2011.0,"Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree.",Movie,R,90.0,6.2,"Adventure, Comedy",Todd Strauss-Schulson,"Kal Penn, John Cho, Neil Patrick Harris, Patton Oswalt, ",$35.03M
Sister Swap: A Hometown Holiday,2021.0,A widow attempts to reopen her late-uncle's old dilapidated small town movie theater for one last Christmas screening.,Movie,TV-G,83.0,6.3,Romance,Sean McNamara,"Kimberly Williams-Paisley, Mark Deklin, Susan Yeagley, Kevin Nealon, ",
All I Want for Christmas,1991.0,A brother and sister attempt to bring their divorced parents back together for Christmas.,Movie,G,92.0,5.9,"Comedy, Family, Romance",Robert Lieberman,"Harley Jane Kozak, Jamey Sheridan, Ethan Embry, Kevin Nealon, ",$14.81M
Silver Linings Playbook,2012.0,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Movie,R,122.0,7.7,"Comedy, Drama, Romance",David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, ",$132.09M
Christmas Inheritance,2017.0,"To be the CEO, an heiress is challenged by her dad to deliver a Christmas letter in person to his ex-partner in their hometown - traveling by bus, incognito and with only $100. Will she learn something from the people there?",Movie,AL,104.0,5.7,"Comedy, Drama, Romance",Ernie Barbarash,"Eliza Taylor, Jake Lacy, Andie MacDowell, Neil Crone, ",
The Nutcracker,1993.0,"On Christmas Eve, a little girl named Marie (Cohen) falls asleep after a party at her home and dreams herself (or does she?) into a fantastic world where toys become larger than life. Her ...                See full summary »",Movie,G,92.0,5.8,"Family, Fantasy, Music",Emile Ardolino,"Darci Kistler, Damian Woetzel, Kyra Nichols, Wendy Whelan, ",$2.12M
Single and Ready to Jingle,2022.0,"Emma Warner, as a SVP of a toy company, spends 12 months a year focusing on Christmas, leaving no time for dating. This year, she plans a trip to a tropical singles resort, but a booking mistake takes her to a Christmas obsessed town.",Movie,TV-PG,90.0,5.6,"Comedy, Family, Romance",Wendy Ord,"Natasha Wilson, Edward Ruttle, Storeigh Daniel, Beth Fotheringham, ",
The Holly and the Ivy,1952.0,A heartwarming tale of an English minister and his family reunited at Christmas time. Their story includes a remembrance of their World War II trials.,Movie,Approved,80.0,7.3,Drama,George More O'Ferrall,"Ralph Richardson, Celia Johnson, Margaret Leighton, Denholm Elliott, ",
The Knight Before Christmas,2019.0,A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.,Movie,TV-PG,92.0,5.6,"Adventure, Comedy, Drama",Monika Mitchell,"Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Ella Kenion, ",
One Magic Christmas,1985.0,"An angel must show a mother the true meaning of Christmas. It's not just presents and materialistic things, but the people she cares about.",Movie,G,89.0,6.4,"Family, Fantasy",Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Harry Dean Stanton, Arthur Hill, ",$13.68M
"Next Stop, Christmas",2021.0,Angie is determined to spend Christmas alone but her usual commuter ride turns into a Christmas train that drops her off in her home town in 2011.,Movie,TV-G,84.0,7.0,"Comedy, Drama, Fantasy",Dustin Rikert,"Lyndsy Fonseca, Chandler Massey, Erika Slezak, Eric Freeman, ",
The Princess Switch,2018.0,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",Movie,TV-PG,101.0,6.1,"Comedy, Drama, Family",Mike Rohl,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun, ",
Holiday Affair,1949.0,A young widow is torn between a boring attorney and a romantic ne'er-do-well.,Movie,Approved,87.0,7.1,"Comedy, Drama, Family",Don Hartman,"Robert Mitchum, Janet Leigh, Wendell Corey, Gordon Gebert, ",
Falling for Christmas,2016.0,"An injured figure skater is sent to the mountains to recover from an injury. Once there, she meets an ex-hockey player and his young daughter and begins to realise that something is missing from her life.",Movie,TV-G,87.0,6.2,"Drama, Romance, Sport",Christie Will Wolf,"Leah Renee, Niall Matter, Lisa Whelchel, Michael Teigen, ",
My Christmas Family Tree,2021.0,"When Vanessa receives the results from her Family Tree DNA test, she discovers a family she didn't know existed and travels to their home for Christmas.",Movie,TV-G,84.0,7.6,"Drama, Romance",Jason Bourque,"Aimee Teegarden, Andrew W. Walker, James Tupper, Kendall Cross, ",
A Very Country Christmas,2017.0,A country music star leaves it all behind to get back to his roots and find his way back to what he really loves. What he doesn't expect to find - is true love.,Movie,PG,84.0,6.1,"Comedy, Drama, Romance",Justin G. Dyck,"Greyston Holt, Bea Santos, Greg Vaughan, Deana Carter, ",
A California Christmas,2020.0,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",Movie,PG-13,106.0,5.8,"Comedy, Drama, Romance",Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, ",
Sister Swap: Christmas in the City,2021.0,Two sisters and a holiday adventure.,Movie,TV-G,84.0,5.9,"Comedy, Romance",Sean McNamara,"Ashley Williams, Kevin Nealon, Keith D. Robinson, Kimberly Williams-Paisley, ",
Almost Christmas,2016.0,A dysfunctional family gathers together for their first Christmas since their mom died.,Movie,PG-13,111.0,6.1,"Comedy, Drama, Romance",David E. Talbert,"Kimberly Elise, Omar Epps, Danny Glover, Mo'Nique, ",$41.72M
A Big Fat Family Christmas,2022.0,Liv gets an assignment to photograph the Chang family's annual holiday party for a front-page story--nobody at work knows that they are her family. She wants to confide in new co-worker Henry but doesn't want to jeopardize her big break.,Movie,TV-G,85.0,6.4,"Comedy, Drama, Romance",Jennifer Liao,"Shannon Chan-Kent, Shannon Kook, Tia Carrere, Yee Jee Tso, ",
Long Lost Christmas,2022.0,"Follow Hailey, an interior designer set to surprise her mother Patricia with an unexpected gift related to her long time yearned extended family.",Movie,TV-G,84.0,6.8,"Comedy, Drama, Family",Michael Robison,"Benjamin Ayres, Taylor Cole, Liza Huget, Stefania Indelicato, ",
The Christmas Train,2017.0,"A cynical journalist decides to take a train from Washington, D.C. to Los Angeles for Christmas to get inspiration for a story in honor of his late father. He gets to know the other passengers and runs into an old flame while aboard.",Movie,TV-G,99.0,6.4,"Drama, Romance",Ron Oliver,"Dermot Mulroney, Kimberly Williams-Paisley, Danny Glover, Joan Cusack, ",
Little Women,1949.0,The four daughters of a New England family fight for happiness during and after the Civil War.,Movie,Approved,122.0,7.2,"Drama, Family, Romance",Mervyn LeRoy,"June Allyson, Peter Lawford, Margaret O'Brien, Elizabeth Taylor, ",$7.47M
3 Godfathers,1948.0,Three outlaws on the run risk their freedom and their lives to return a newborn to civilization.,Movie,Passed,106.0,7.1,"Drama, Western",John Ford,"John Wayne, Pedro Armendáriz, Harry Carey Jr., Ward Bond, ",
Too Close For Christmas,2020.0,A woman's feelings start to change when she reluctantly spends Christmas with the man responsible for ending her last relationship.,Movie,G,88.0,5.7,"Drama, Romance",Ernie Barbarash,"Chad Michael Murray, Jessica Lowndes, Vanessa Sears, Steve Byers, ",$0.01M
Nativity 2: Danger in the Manger!,2012.0,A worried new teacher has to juggle a pregnant wife and a class of children on a road trip to the National 'Song for Christmas' Competition.,Movie,Not Rated,105.0,5.3,"Comedy, Family",Debbie Isitt,"David Tennant, Marc Wootton, Jason Watkins, Joanna Page, ",
Crown for Christmas,2015.0,"After getting fired from her job as a maid at a ritzy New York City hotel, Allie reluctantly accepts a temporary gig as the governess to a young girl who is part of a powerful family in Europe that lives in a castle.",Movie,TV-G,86.0,6.9,"Comedy, Drama, Family",Alex Zamm,"Danica McKellar, Rupert Penry-Jones, Ellie Botterill, Pavel Douglas, ",
An Unexpected Christmas,2021.0,Emily works at an ad agency and is sent to her ex's hometown before Christmas. She arrives at the train station as her ex is picked up by his family. They mistakenly think Emily's still an item.,Movie,TV-G,83.0,6.9,Romance,Michael Robison,"Tyler Hynes, Bethany Joy Lenz, Alison Wandzura, Lynda Boyd, ",
Christmas Under Wraps,2014.0,"When an aspiring surgeon is turned down for a fellowship, she takes a temporary position working as a GP in a small Alaskan town in an effort to boost her résumé.",Movie,TV-G,88.0,6.2,"Comedy, Drama, Romance",Peter Sullivan,"Candace Cameron Bure, David O'Donnell, Robert Pine, Kendra Mylnechuk, ",
The Flight Before Christmas,2015.0,"Two strangers who both happen to be in marketing, share a room at a bed-and-breakfast when a snowstorm strands their flight in Montana on Christmas Eve.",Movie,TV-PG,88.0,5.9,"Comedy, Romance",Peter Sullivan,"Mayim Bialik, Ryan McPartlin, Reginald VelJohnson, Jo Marie Payton, ",
Mickey's Christmas Carol,1983.0,The classic Disney animated characters play the roles in this animated retelling of the Charles Dickens masterpiece.,Movie,G,26.0,8.0,"Animation, Short, Comedy",Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, ",$21.00M
Bell Book and Candle,1958.0,"A modern-day witch likes her neighbor but despises his fiancée, so she enchants him to love her instead.",Movie,Approved,106.0,6.8,"Comedy, Fantasy, Romance",Richard Quine,"James Stewart, Kim Novak, Jack Lemmon, Ernie Kovacs, ",
Operation Christmas Drop,2020.0,"Congressional aide Erica forgoes family Christmas to travel at her boss's behest. At a beach side Air Force base, she clashes with Capt. Andrew Jantz, who knows her assignment is finding reasons to defund the facility.",Movie,TV-G,95.0,5.8,"Comedy, Family, Romance",Martin Wood,"Kat Graham, Alexander Ludwig, Trezzo Mahoro, Bethany Brown, ",
Christmas with a Prince,2018.0,"Pediatric specialist Tasha Miller is focused on keeping the kids in her ward as healthy as possible. But when the handsome Prince Alexander Cavalieri breaks his leg on a nearby ski-slope, ...                See full summary »",Movie,TV-PG,90.0,5.3,"Comedy, Drama, Romance",Justin G. Dyck,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, ",
Babes in Toyland,1961.0,"Mary Contrary is set to marry Tom Piper when he is kidnapped by Roderigo and Gonzorgo, two goons working for the evil Barnaby who wants to marry Mary for her inheritance.",Movie,Approved,106.0,6.1,"Comedy, Family, Fantasy",Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, ",$10.22M
Blending Christmas,2021.0,The holiday season is in full swing when Emma learns that the resort where she used to spend Christmases with her family is being redeveloped.,Movie,TV-PG,85.0,5.4,"Comedy, Drama, Family",Marla Sokoloff,"Haylie Duff, Aaron O'Connell, Christopher Knight, Mike Lookinland, ",
Christmas Is Canceled,2021.0,Emma's father and her high school frenemy start dating so she embarks on a mission to break up the happy couple.,Movie,R,95.0,4.7,"Comedy, Romance",Prarthana Mohan,"Hayley Orrantia, Dermot Mulroney, Janel Parrish, Michael Naizu, ",
Instant Family,2018.0,A couple find themselves in over their heads when they foster three children.,Movie,PG-13,118.0,7.3,"Comedy, Drama",Sean Anders,"Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar, ",$67.36M
The Bells of St. Mary's,1945.0,"At a big city Catholic school, Father O'Malley and Sister Benedict indulge in friendly rivalry, and succeed in extending the school through the gift of a building.",Movie,Unrated,126.0,7.2,Drama,Leo McCarey,"Bing Crosby, Ingrid Bergman, Henry Travers, William Gargan, ",$21.30M
Saving Christmas Spirit,2022.0,An archaeologist discovers the importance of letting a little festive wonder back into her life and finds both history and love.,Movie,,90.0,5.7,"Comedy, Drama, Romance",Wendy Faraone,"Ashley Newbrough, James Robinson, Jake Satow, Joanne Randle, ",
The Search for Santa Paws,2010.0,Magic dogs and an elf team up with two children to rescue Santa who has lost his memory.,Movie,G,96.0,5.3,"Adventure, Drama, Family",Robert Vince,"Kaitlyn Maher, Madison Pettis, Richard Riehle, Danny Woodburn, ",
Backfire,1950.0,"While recuperating from wartime back injuries at a hospital, veteran Bob Corey is visited on Christmas Eve by a beautiful stranger with an even stranger message.",Movie,Passed,91.0,6.5,"Crime, Film-Noir, Mystery",Vincent Sherman,"Viveca Lindfors, Dane Clark, Virginia Mayo, Edmond O'Brien, ",
Christmas Made to Order,2018.0,"A Hallmark Channel original movie. When architect and Christmas amateur Steven (Jonathan Bennett) finds himself hosting his family for Christmas, he recruits holiday coordinator Gretchen (Alexa PenaVega) to bring holiday joy to his home.",Movie,TV-G,80.0,5.7,Romance,Sam Irvin,"Alexa PenaVega, Jonathan Bennett, Jo Marie Payton, Jacob Young, ",
A Kindhearted Christmas,2021.0,"Jamie (Jennie Garth), owner of a small-town sightseeing company, has a difficult time navigating the holidays after the death of her husband, who loved giving to others at Christmastime. ...                See full summary »",Movie,AL,84.0,6.2,"Comedy, Romance",Alysse Leite-Rogers,"Jennie Garth, Cameron Mathison, Emily Tennant, Bronwen Smith, ",
